B19001_001E:Total:,B19013_001E:Median household income in the past 12 months (in 2021 inflation-adjusted dollars),state_fips,county_fips,tract_fips,year,source
1789,78231,42,071,013301,2021,ACS 2021
2016,89573,42,071,013303,2021,ACS 2021
1485,91588,42,071,013305,2021,ACS 2021
1832,106530,42,071,013306,2021,ACS 2021
1044,57716,42,071,013400,2021,ACS 2021
2219,80861,42,071,013502,2021,ACS 2021
1418,130000,42,071,013503,2021,ACS 2021
2302,60271,42,071,013504,2021,ACS 2021
1728,59638,42,071,013505,2021,ACS 2021
604,78043,42,071,013601,2021,ACS 2021
2318,60337,42,071,013602,2021,ACS 2021
2211,70170,42,071,013701,2021,ACS 2021
2528,77629,42,071,013703,2021,ACS 2021
1422,99063,42,071,013704,2021,ACS 2021
1551,91128,42,071,013800,2021,ACS 2021
2107,92321,42,071,013901,2021,ACS 2021
1580,79201,42,071,013902,2021,ACS 2021
2492,79572,42,071,014000,2021,ACS 2021
1552,73239,42,071,014101,2021,ACS 2021
1780,84603,42,071,014102,2021,ACS 2021
1594,69861,42,071,014201,2021,ACS 2021
1651,98363,42,071,014202,2021,ACS 2021
888,73017,42,071,014301,2021,ACS 2021
1313,74006,42,071,014302,2021,ACS 2021
2591,71420,42,071,014401,2021,ACS 2021
1681,69183,42,071,014402,2021,ACS 2021
1844,81917,42,071,014501,2021,ACS 2021
1668,76170,42,071,014502,2021,ACS 2021
1433,62926,42,071,014601,2021,ACS 2021
1142,78438,42,071,014603,2021,ACS 2021
1496,54583,42,071,014604,2021,ACS 2021
1343,41181,42,071,014700,2021,ACS 2021
1867,51644,42,073,000100,2021,ACS 2021
840,41912,42,073,000200,2021,ACS 2021
1571,34364,42,073,000300,2021,ACS 2021
906,17590,42,073,000400,2021,ACS 2021
328,23125,42,073,000600,2021,ACS 2021
640,34022,42,073,000700,2021,ACS 2021
1612,46103,42,073,000800,2021,ACS 2021
818,24592,42,073,000900,2021,ACS 2021
666,32500,42,073,001000,2021,ACS 2021
1438,78051,42,073,010100,2021,ACS 2021
1561,90025,42,073,010201,2021,ACS 2021
1851,64349,42,073,010202,2021,ACS 2021
486,68611,42,073,010300,2021,ACS 2021
1250,59130,42,073,010400,2021,ACS 2021
1113,48966,42,073,010500,2021,ACS 2021
998,53359,42,073,010600,2021,ACS 2021
1130,51818,42,073,010700,2021,ACS 2021
2692,83571,42,073,010800,2021,ACS 2021
1160,61471,42,073,010900,2021,ACS 2021
2303,52841,42,073,011000,2021,ACS 2021
1765,55353,42,073,011100,2021,ACS 2021
842,65147,42,073,011200,2021,ACS 2021
1715,64063,42,073,011300,2021,ACS 2021
879,51696,42,073,011400,2021,ACS 2021
1623,62270,42,073,011500,2021,ACS 2021
1922,62231,42,073,011600,2021,ACS 2021
859,59028,42,073,011700,2021,ACS 2021
1276,35426,42,073,011800,2021,ACS 2021
2114,44331,42,075,000100,2021,ACS 2021
2222,42800,42,075,000200,2021,ACS 2021
1620,30704,42,075,000300,2021,ACS 2021
1591,28356,42,075,000401,2021,ACS 2021
1269,49639,42,075,000402,2021,ACS 2021
1573,55063,42,075,000500,2021,ACS 2021
1205,58550,42,075,002000,2021,ACS 2021
1857,82224,42,075,002100,2021,ACS 2021
2733,66270,42,075,002200,2021,ACS 2021
1237,61063,42,075,002300,2021,ACS 2021
729,76750,42,075,002400,2021,ACS 2021
1576,67083,42,075,002500,2021,ACS 2021
860,64448,42,075,002600,2021,ACS 2021
2311,81157,42,075,002701,2021,ACS 2021
2375,66146,42,075,002702,2021,ACS 2021
2063,75139,42,075,002801,2021,ACS 2021
1539,84591,42,075,002802,2021,ACS 2021
1261,42425,42,075,002900,2021,ACS 2021
2072,80526,42,075,003000,2021,ACS 2021
1360,89583,42,075,003100,2021,ACS 2021
2041,85234,42,075,003200,2021,ACS 2021
819,70139,42,075,003300,2021,ACS 2021
1043,67939,42,075,003400,2021,ACS 2021
2048,79457,42,075,003500,2021,ACS 2021
1414,57237,42,075,003600,2021,ACS 2021
1082,85724,42,075,003700,2021,ACS 2021
1500,95385,42,075,003801,2021,ACS 2021
2276,79621,42,075,003802,2021,ACS 2021
1459,44468,42,075,003901,2021,ACS 2021
1653,60313,42,075,003902,2021,ACS 2021
3036,77907,42,075,004000,2021,ACS 2021
866,72434,42,075,004100,2021,ACS 2021
1954,90983,42,075,004200,2021,ACS 2021
1730,48465,42,077,000101,2021,ACS 2021
1563,45151,42,077,000102,2021,ACS 2021
1314,42063,42,077,000400,2021,ACS 2021
774,31833,42,077,000500,2021,ACS 2021
2368,56375,42,077,000600,2021,ACS 2021
1241,40373,42,077,000700,2021,ACS 2021
1159,34716,42,077,000800,2021,ACS 2021
551,32165,42,077,000900,2021,ACS 2021
1122,39452,42,077,001000,2021,ACS 2021
691,36146,42,077,001200,2021,ACS 2021
2922,46169,42,077,001401,2021,ACS 2021
1421,73023,42,077,001402,2021,ACS 2021
2550,61901,42,077,001501,2021,ACS 2021
2797,56457,42,077,001502,2021,ACS 2021
1266,36933,42,077,001600,2021,ACS 2021
1363,40091,42,077,001700,2021,ACS 2021
1841,36640,42,077,001800,2021,ACS 2021
1933,34297,42,077,001900,2021,ACS 2021
2134,45556,42,077,002000,2021,ACS 2021
2808,41357,42,077,002100,2021,ACS 2021
1989,59888,42,077,002201,2021,ACS 2021
850,40000,42,077,002202,2021,ACS 2021
1076,63164,42,077,002302,2021,ACS 2021
1288,87660,42,077,002303,2021,ACS 2021
1880,83786,42,077,002304,2021,ACS 2021
1733,45271,42,077,005100,2021,ACS 2021
2620,78843,42,077,005200,2021,ACS 2021
1279,89702,42,077,005301,2021,ACS 2021
1629,78839,42,077,005302,2021,ACS 2021
828,115938,42,077,005401,2021,ACS 2021
1786,112366,42,077,005402,2021,ACS 2021
1378,101944,42,077,005503,2021,ACS 2021
1698,93036,42,077,005504,2021,ACS 2021
1504,110357,42,077,005505,2021,ACS 2021
1437,66098,42,077,005506,2021,ACS 2021
2179,64894,42,077,005601,2021,ACS 2021
2166,68100,42,077,005602,2021,ACS 2021
1938,46637,42,077,005702,2021,ACS 2021
1674,72716,42,077,005703,2021,ACS 2021
1425,76399,42,077,005704,2021,ACS 2021
2431,73542,42,077,005705,2021,ACS 2021
1492,54891,42,077,005800,2021,ACS 2021
2705,66045,42,077,005901,2021,ACS 2021
884,43359,42,077,005902,2021,ACS 2021
2086,75175,42,077,006001,2021,ACS 2021
2138,96367,42,077,006002,2021,ACS 2021
1686,77667,42,077,006101,2021,ACS 2021
2229,86830,42,077,006102,2021,ACS 2021
3385,102017,42,077,006203,2021,ACS 2021
1307,143920,42,077,006204,2021,ACS 2021
1705,109090,42,077,006205,2021,ACS 2021
2916,82829,42,077,006206,2021,ACS 2021
2562,108728,42,077,006302,2021,ACS 2021
1476,53500,42,077,006303,2021,ACS 2021
1659,131821,42,077,006304,2021,ACS 2021
2556,86579,42,077,006305,2021,ACS 2021
1499,89125,42,077,006309,2021,ACS 2021
1985,110497,42,077,006310,2021,ACS 2021
1417,172587,42,077,006311,2021,ACS 2021
1549,78230,42,077,006312,2021,ACS 2021
1144,93056,42,077,006401,2021,ACS 2021
1718,103136,42,077,006402,2021,ACS 2021
2394,60978,42,077,006500,2021,ACS 2021
2406,98333,42,077,006600,2021,ACS 2021
1803,64003,42,077,006701,2021,ACS 2021
985,88029,42,077,006702,2021,ACS 2021
2253,113656,42,077,006703,2021,ACS 2021
2076,48125,42,077,006800,2021,ACS 2021
1043,64813,42,077,006902,2021,ACS 2021
2197,132404,42,077,006903,2021,ACS 2021
2062,119470,42,077,006905,2021,ACS 2021
1649,103209,42,077,006906,2021,ACS 2021
1444,108060,42,077,007000,2021,ACS 2021
1623,55089,42,077,009100,2021,ACS 2021
1702,72596,42,077,009200,2021,ACS 2021
1438,81923,42,077,009300,2021,ACS 2021
1726,47889,42,077,009400,2021,ACS 2021
1976,53026,42,077,009500,2021,ACS 2021
933,41875,42,077,009601,2021,ACS 2021
1816,51653,42,077,009602,2021,ACS 2021
1815,26369,42,077,009700,2021,ACS 2021
934,31992,42,079,200100,2021,ACS 2021
1458,57426,42,079,200200,2021,ACS 2021
666,58167,42,079,200300,2021,ACS 2021
943,53058,42,079,200400,2021,ACS 2021
1349,32346,42,079,200500,2021,ACS 2021
962,58750,42,079,200600,2021,ACS 2021
1358,54204,42,079,200700,2021,ACS 2021
1732,31672,42,079,200800,2021,ACS 2021
1665,27533,42,079,200900,2021,ACS 2021
881,18736,42,079,201000,2021,ACS 2021
391,44716,42,079,201100,2021,ACS 2021
488,46204,42,079,201200,2021,ACS 2021
882,46042,42,079,201300,2021,ACS 2021
912,35875,42,079,201400,2021,ACS 2021
957,42231,42,079,201500,2021,ACS 2021
1080,59074,42,079,201600,2021,ACS 2021
1243,73594,42,079,210100,2021,ACS 2021
1249,52109,42,079,210200,2021,ACS 2021
1072,61797,42,079,210300,2021,ACS 2021
602,76591,42,079,210400,2021,ACS 2021
2092,67027,42,079,210500,2021,ACS 2021
1184,43571,42,079,210600,2021,ACS 2021
701,42788,42,079,210700,2021,ACS 2021
1390,33133,42,079,210800,2021,ACS 2021
2098,58021,42,079,211000,2021,ACS 2021
2503,60284,42,079,211101,2021,ACS 2021
1107,75837,42,079,211102,2021,ACS 2021
1120,77019,42,079,211201,2021,ACS 2021
655,76172,42,079,211203,2021,ACS 2021
2243,103250,42,079,211204,2021,ACS 2021
1191,70110,42,079,211205,2021,ACS 2021
924,106389,42,079,211301,2021,ACS 2021
1372,91481,42,079,211302,2021,ACS 2021
1291,86875,42,079,211303,2021,ACS 2021
711,75982,42,079,211304,2021,ACS 2021
3201,75285,42,079,211400,2021,ACS 2021
1081,68264,42,079,211500,2021,ACS 2021
1499,57462,42,079,211600,2021,ACS 2021
2363,51518,42,079,211701,2021,ACS 2021
559,94554,42,079,211702,2021,ACS 2021
817,46914,42,079,211800,2021,ACS 2021
2897,67475,42,079,211900,2021,ACS 2021
818,48750,42,079,212000,2021,ACS 2021
1655,67371,42,079,212100,2021,ACS 2021
2404,56564,42,079,212200,2021,ACS 2021
1439,40674,42,079,212300,2021,ACS 2021
2432,33514,42,079,212700,2021,ACS 2021
1462,75521,42,079,212800,2021,ACS 2021
614,61333,42,079,212900,2021,ACS 2021
625,54639,42,079,213000,2021,ACS 2021
750,55714,42,079,213100,2021,ACS 2021
2072,45310,42,079,213200,2021,ACS 2021
613,63698,42,079,213300,2021,ACS 2021
1805,64485,42,079,213400,2021,ACS 2021
976,32745,42,079,213600,2021,ACS 2021
884,55000,42,079,213700,2021,ACS 2021
668,47976,42,079,213800,2021,ACS 2021
656,59022,42,079,213900,2021,ACS 2021
1464,47375,42,079,214100,2021,ACS 2021
1373,44944,42,079,214200,2021,ACS 2021
729,52132,42,079,214300,2021,ACS 2021
895,62610,42,079,214400,2021,ACS 2021
711,59669,42,079,214500,2021,ACS 2021
1761,68201,42,079,214600,2021,ACS 2021
587,56583,42,079,214900,2021,ACS 2021
590,55500,42,079,215000,2021,ACS 2021
1075,35464,42,079,215100,2021,ACS 2021
1426,53939,42,079,215200,2021,ACS 2021
1562,76290,42,079,215300,2021,ACS 2021
948,62292,42,079,215400,2021,ACS 2021
1704,90185,42,079,215501,2021,ACS 2021
2137,89583,42,079,215502,2021,ACS 2021
1271,98935,42,079,215503,2021,ACS 2021
1605,85109,42,079,215504,2021,ACS 2021
1492,40809,42,079,215600,2021,ACS 2021
886,66310,42,079,215701,2021,ACS 2021
1030,67188,42,079,215702,2021,ACS 2021
1188,66591,42,079,215800,2021,ACS 2021
1425,58194,42,079,215900,2021,ACS 2021
1836,69915,42,079,216100,2021,ACS 2021
2032,65938,42,079,216200,2021,ACS 2021
801,66047,42,079,216400,2021,ACS 2021
763,72569,42,079,216501,2021,ACS 2021
1315,88614,42,079,216502,2021,ACS 2021
1364,64493,42,079,216601,2021,ACS 2021
2163,102266,42,079,216602,2021,ACS 2021
1539,42930,42,079,216700,2021,ACS 2021
1519,56510,42,079,216800,2021,ACS 2021
2074,63036,42,079,216900,2021,ACS 2021
1152,46067,42,079,217001,2021,ACS 2021
1040,26579,42,079,217002,2021,ACS 2021
1462,45714,42,079,217100,2021,ACS 2021
1517,34477,42,079,217200,2021,ACS 2021
1573,58044,42,079,217300,2021,ACS 2021
801,32703,42,079,217400,2021,ACS 2021
1106,35086,42,079,217500,2021,ACS 2021
1078,37769,42,079,217600,2021,ACS 2021
1993,44243,42,079,217700,2021,ACS 2021
1410,40000,42,079,217800,2021,ACS 2021
1661,44114,42,079,217900,2021,ACS 2021
1802,53594,42,079,218000,2021,ACS 2021
1523,64473,42,081,000100,2021,ACS 2021
898,95000,42,081,000200,2021,ACS 2021
1936,41855,42,081,000300,2021,ACS 2021
2063,21678,42,081,000400,2021,ACS 2021
849,45586,42,081,000500,2021,ACS 2021
1005,41803,42,081,000600,2021,ACS 2021
291,21797,42,081,000800,2021,ACS 2021
1143,46938,42,081,000900,2021,ACS 2021
1309,54688,42,081,001000,2021,ACS 2021
948,60543,42,081,010100,2021,ACS 2021
490,70541,42,081,010200,2021,ACS 2021
1213,64943,42,081,010300,2021,ACS 2021
2122,59688,42,081,010400,2021,ACS 2021
762,66364,42,081,010501,2021,ACS 2021
1445,73125,42,081,010502,2021,ACS 2021
1697,69199,42,081,010600,2021,ACS 2021
2677,63652,42,081,010700,2021,ACS 2021
2923,66928,42,081,010800,2021,ACS 2021
1131,71250,42,081,010900,2021,ACS 2021
2082,60660,42,081,011000,2021,ACS 2021
2518,62917,42,081,011100,2021,ACS 2021
2096,62180,42,081,011200,2021,ACS 2021
816,48214,42,081,011301,2021,ACS 2021
2274,50395,42,081,011302,2021,ACS 2021
647,58506,42,081,011400,2021,ACS 2021
511,72958,42,081,011601,2021,ACS 2021
1035,56165,42,081,011603,2021,ACS 2021
1536,57154,42,081,011604,2021,ACS 2021
1012,47083,42,081,011701,2021,ACS 2021
1119,63458,42,081,011702,2021,ACS 2021
1208,65385,42,081,011800,2021,ACS 2021
2225,53580,42,081,011900,2021,ACS 2021
1445,67589,42,083,420100,2021,ACS 2021
1266,21600,42,083,420200,2021,ACS 2021
859,42005,42,083,420300,2021,ACS 2021
1081,47664,42,083,420400,2021,ACS 2021
1157,57917,42,083,420500,2021,ACS 2021
2154,52943,42,083,420600,2021,ACS 2021
1704,60111,42,083,420700,2021,ACS 2021
1488,58500,42,083,420800,2021,ACS 2021
749,49638,42,083,420900,2021,ACS 2021
1484,63648,42,083,421000,2021,ACS 2021
1506,41897,42,083,421100,2021,ACS 2021
883,57554,42,083,421200,2021,ACS 2021
702,33355,42,085,030100,2021,ACS 2021
1447,50931,42,085,030300,2021,ACS 2021
1178,57762,42,085,030400,2021,ACS 2021
1185,40827,42,085,030500,2021,ACS 2021
1264,34815,42,085,030900,2021,ACS 2021
762,38643,42,085,031100,2021,ACS 2021
2618,77500,42,085,031200,2021,ACS 2021
1130,74063,42,085,031300,2021,ACS 2021
2660,45762,42,085,031400,2021,ACS 2021
1082,54884,42,085,031700,2021,ACS 2021
1884,54016,42,085,031800,2021,ACS 2021
2046,54344,42,085,031900,2021,ACS 2021
2055,46620,42,085,032000,2021,ACS 2021
953,35175,42,085,032100,2021,ACS 2021
988,59881,42,085,032200,2021,ACS 2021
1382,76923,42,085,032300,2021,ACS 2021
705,48548,42,085,032401,2021,ACS 2021
641,44158,42,085,032402,2021,ACS 2021
1063,68281,42,085,032403,2021,ACS 2021
867,71250,42,085,032502,2021,ACS 2021
560,54861,42,085,032503,2021,ACS 2021
1258,52061,42,085,032504,2021,ACS 2021
585,62841,42,085,032505,2021,ACS 2021
2165,63649,42,085,032601,2021,ACS 2021
1347,62321,42,085,032602,2021,ACS 2021
2194,62438,42,085,032701,2021,ACS 2021
995,52852,42,085,032702,2021,ACS 2021
1150,73938,42,085,032801,2021,ACS 2021
675,79792,42,085,032802,2021,ACS 2021
1351,69926,42,085,032900,2021,ACS 2021
1263,45938,42,085,033000,2021,ACS 2021
1804,64569,42,085,033100,2021,ACS 2021
1484,17467,42,085,033200,2021,ACS 2021
1284,36581,42,085,033300,2021,ACS 2021
1071,22027,42,085,033400,2021,ACS 2021
1623,63902,42,087,960100,2021,ACS 2021
1516,58793,42,087,960200,2021,ACS 2021
1728,55094,42,087,960300,2021,ACS 2021
1196,59375,42,087,960400,2021,ACS 2021
1580,57500,42,087,960500,2021,ACS 2021
2014,63107,42,087,960600,2021,ACS 2021
1123,34740,42,087,960700,2021,ACS 2021
1584,35714,42,087,960800,2021,ACS 2021
1191,33750,42,087,960900,2021,ACS 2021
762,55000,42,087,961000,2021,ACS 2021
1485,58792,42,087,961101,2021,ACS 2021
1693,58902,42,087,961102,2021,ACS 2021
1146,56318,42,087,961200,2021,ACS 2021
1170,93571,42,089,300101,2021,ACS 2021
1485,59375,42,089,300103,2021,ACS 2021
951,69313,42,089,300104,2021,ACS 2021
1569,65991,42,089,300201,2021,ACS 2021
1069,54696,42,089,300203,2021,ACS 2021
1011,74470,42,089,300204,2021,ACS 2021
1066,67721,42,089,300308,2021,ACS 2021
596,51557,42,089,300311,2021,ACS 2021
726,83816,42,089,300312,2021,ACS 2021
992,70495,42,089,300313,2021,ACS 2021
566,68833,42,089,300314,2021,ACS 2021
890,67260,42,089,300315,2021,ACS 2021
1216,68688,42,089,300316,2021,ACS 2021
1581,66508,42,089,300317,2021,ACS 2021
615,62933,42,089,300318,2021,ACS 2021
1204,43534,42,089,300319,2021,ACS 2021
726,87386,42,089,300320,2021,ACS 2021
1286,88709,42,089,300321,2021,ACS 2021
664,106944,42,089,300322,2021,ACS 2021
522,52342,42,089,300323,2021,ACS 2021
1574,93068,42,089,300401,2021,ACS 2021
1862,78581,42,089,300404,2021,ACS 2021
389,76989,42,089,300405,2021,ACS 2021
1017,74005,42,089,300406,2021,ACS 2021
1308,86179,42,089,300407,2021,ACS 2021
1021,77659,42,089,300501,2021,ACS 2021
1968,105058,42,089,300502,2021,ACS 2021
1546,60376,42,089,300600,2021,ACS 2021
1517,58493,42,089,300700,2021,ACS 2021
1302,52558,42,089,300801,2021,ACS 2021
1248,49674,42,089,300802,2021,ACS 2021
1436,65300,42,089,300901,2021,ACS 2021
588,53214,42,089,300902,2021,ACS 2021
910,65809,42,089,301002,2021,ACS 2021
919,155296,42,089,301003,2021,ACS 2021
1498,81102,42,089,301004,2021,ACS 2021
1318,83889,42,089,301005,2021,ACS 2021
2848,61495,42,089,301101,2021,ACS 2021
842,59884,42,089,301102,2021,ACS 2021
1743,83679,42,089,301202,2021,ACS 2021
1940,93043,42,089,301203,2021,ACS 2021
1509,68668,42,089,301204,2021,ACS 2021
987,90666,42,089,301206,2021,ACS 2021
1503,68992,42,089,301207,2021,ACS 2021
1074,52250,42,089,301302,2021,ACS 2021
1045,81953,42,089,301303,2021,ACS 2021
1455,63734,42,089,301304,2021,ACS 2021
923,92083,42,089,301403,2021,ACS 2021
581,72604,42,089,301404,2021,ACS 2021
1040,92321,42,089,301405,2021,ACS 2021
392,80938,42,089,301406,2021,ACS 2021
1392,137411,42,091,200103,2021,ACS 2021
1334,134423,42,091,200104,2021,ACS 2021
1041,140179,42,091,200105,2021,ACS 2021
955,51172,42,091,200106,2021,ACS 2021
366,117727,42,091,200200,2021,ACS 2021
2826,68924,42,091,200301,2021,ACS 2021
905,116058,42,091,200305,2021,ACS 2021
1500,75273,42,091,200306,2021,ACS 2021
1129,72417,42,091,200307,2021,ACS 2021
1878,96250,42,091,200308,2021,ACS 2021
887,119306,42,091,200309,2021,ACS 2021
1103,119489,42,091,200310,2021,ACS 2021
1497,105917,42,091,200401,2021,ACS 2021
1649,91677,42,091,200402,2021,ACS 2021
1266,118500,42,091,200501,2021,ACS 2021
2294,60464,42,091,200502,2021,ACS 2021
2181,167137,42,091,200505,2021,ACS 2021
1606,121481,42,091,200506,2021,ACS 2021
2122,113375,42,091,200507,2021,ACS 2021
3286,108910,42,091,200602,2021,ACS 2021
1361,123801,42,091,200603,2021,ACS 2021
2390,108185,42,091,200605,2021,ACS 2021
1196,74091,42,091,200606,2021,ACS 2021
1630,128583,42,091,200607,2021,ACS 2021
1625,104309,42,091,200703,2021,ACS 2021
1287,87993,42,091,200704,2021,ACS 2021
1815,64362,42,091,200707,2021,ACS 2021
2120,100259,42,091,200708,2021,ACS 2021
1369,63750,42,091,200800,2021,ACS 2021
1609,78655,42,091,200901,2021,ACS 2021
543,61938,42,091,200902,2021,ACS 2021
1927,78536,42,091,200903,2021,ACS 2021
843,82829,42,091,200906,2021,ACS 2021
976,106364,42,091,200907,2021,ACS 2021
1108,74333,42,091,200908,2021,ACS 2021
2069,99201,42,091,201003,2021,ACS 2021
2461,92670,42,091,201004,2021,ACS 2021
1360,127073,42,091,201005,2021,ACS 2021
932,129583,42,091,201006,2021,ACS 2021
1384,117750,42,091,201100,2021,ACS 2021
2352,134605,42,091,201201,2021,ACS 2021
1337,146827,42,091,201203,2021,ACS 2021
1010,78500,42,091,201204,2021,ACS 2021
1360,81000,42,091,201301,2021,ACS 2021
1246,64773,42,091,201302,2021,ACS 2021
1929,133068,42,091,201404,2021,ACS 2021
1745,144327,42,091,201406,2021,ACS 2021
839,101680,42,091,201407,2021,ACS 2021
1539,194297,42,091,201408,2021,ACS 2021
1432,193306,42,091,201409,2021,ACS 2021
925,121083,42,091,201410,2021,ACS 2021
1006,117083,42,091,201411,2021,ACS 2021
1661,98007,42,091,201501,2021,ACS 2021
695,165083,42,091,201502,2021,ACS 2021
1706,85833,42,091,201603,2021,ACS 2021
1321,73606,42,091,201604,2021,ACS 2021
1160,100654,42,091,201605,2021,ACS 2021
838,68482,42,091,201606,2021,ACS 2021
1195,118344,42,091,201607,2021,ACS 2021
1889,117969,42,091,201608,2021,ACS 2021
1130,93462,42,091,201703,2021,ACS 2021
1231,92981,42,091,201704,2021,ACS 2021
1725,97639,42,091,201705,2021,ACS 2021
2013,105821,42,091,201706,2021,ACS 2021
1467,102900,42,091,201800,2021,ACS 2021
1841,116375,42,091,201901,2021,ACS 2021
2250,84944,42,091,201902,2021,ACS 2021
1085,71838,42,091,202000,2021,ACS 2021
1916,120172,42,091,202100,2021,ACS 2021
1731,106541,42,091,202201,2021,ACS 2021
947,107042,42,091,202202,2021,ACS 2021
1844,137500,42,091,202301,2021,ACS 2021
1061,82679,42,091,202302,2021,ACS 2021
1882,58114,42,091,202401,2021,ACS 2021
1766,104310,42,091,202402,2021,ACS 2021
2409,87656,42,091,202500,2021,ACS 2021
1006,94265,42,091,202602,2021,ACS 2021
1106,121563,42,091,202603,2021,ACS 2021
796,115769,42,091,202604,2021,ACS 2021
1195,115625,42,091,203000,2021,ACS 2021
1228,157738,42,091,203103,2021,ACS 2021
1928,116037,42,091,203104,2021,ACS 2021
2203,135583,42,091,203105,2021,ACS 2021
1324,105234,42,091,203106,2021,ACS 2021
1688,123111,42,091,203203,2021,ACS 2021
2866,161531,42,091,203204,2021,ACS 2021
796,147222,42,091,203205,2021,ACS 2021
1136,170000,42,091,203207,2021,ACS 2021
1199,115893,42,091,203208,2021,ACS 2021
2429,93932,42,091,203302,2021,ACS 2021
1840,88849,42,091,203303,2021,ACS 2021
1723,84661,42,091,203304,2021,ACS 2021
2948,66585,42,091,203401,2021,ACS 2021
3143,110956,42,091,203402,2021,ACS 2021
1739,63594,42,091,203403,2021,ACS 2021
2854,55150,42,091,203500,2021,ACS 2021
1017,29132,42,091,203601,2021,ACS 2021
1529,81354,42,091,203602,2021,ACS 2021
438,68889,42,091,203701,2021,ACS 2021
1247,55424,42,091,203801,2021,ACS 2021
2327,65043,42,091,203803,2021,ACS 2021
1034,50968,42,091,203804,2021,ACS 2021
1100,41786,42,091,203901,2021,ACS 2021
1865,48101,42,091,203902,2021,ACS 2021
1332,91176,42,091,204002,2021,ACS 2021
1060,76083,42,091,204007,2021,ACS 2021
1414,82679,42,091,204008,2021,ACS 2021
968,126167,42,091,204009,2021,ACS 2021
1046,149750,42,091,204010,2021,ACS 2021
2049,122250,42,091,204101,2021,ACS 2021
1105,104006,42,091,204103,2021,ACS 2021
1187,95417,42,091,204104,2021,ACS 2021
675,122813,42,091,204200,2021,ACS 2021
1404,87500,42,091,204300,2021,ACS 2021
1171,156172,42,091,204400,2021,ACS 2021
1457,188750,42,091,204500,2021,ACS 2021
1672,218512,42,091,204600,2021,ACS 2021
1142,121121,42,091,204701,2021,ACS 2021
1264,135893,42,091,204702,2021,ACS 2021
1943,250001,42,091,204800,2021,ACS 2021
1799,250001,42,091,204900,2021,ACS 2021
806,105278,42,091,205000,2021,ACS 2021
623,105060,42,091,205100,2021,ACS 2021
1256,142188,42,091,205200,2021,ACS 2021
984,79770,42,091,205300,2021,ACS 2021
851,149583,42,091,205401,2021,ACS 2021
2076,134600,42,091,205402,2021,ACS 2021
2073,101850,42,091,205501,2021,ACS 2021
1466,190256,42,091,205502,2021,ACS 2021
1899,144618,42,091,205503,2021,ACS 2021
1944,128889,42,091,205600,2021,ACS 2021
2052,72977,42,091,205700,2021,ACS 2021
1194,105898,42,091,205805,2021,ACS 2021
792,99844,42,091,205806,2021,ACS 2021
1149,88449,42,091,205807,2021,ACS 2021
2041,124226,42,091,205808,2021,ACS 2021
952,111423,42,091,205809,2021,ACS 2021
2076,87167,42,091,205810,2021,ACS 2021
1148,106543,42,091,205811,2021,ACS 2021
1059,161875,42,091,205903,2021,ACS 2021
1052,149630,42,091,205904,2021,ACS 2021
1776,68818,42,091,205905,2021,ACS 2021
970,97634,42,091,205906,2021,ACS 2021
1530,97500,42,091,206004,2021,ACS 2021
1674,111310,42,091,206005,2021,ACS 2021
1556,59537,42,091,206006,2021,ACS 2021
2412,93786,42,091,206007,2021,ACS 2021
1532,121964,42,091,206104,2021,ACS 2021
1878,176154,42,091,206105,2021,ACS 2021
1713,89729,42,091,206106,2021,ACS 2021
2899,115409,42,091,206107,2021,ACS 2021
934,173125,42,091,206108,2021,ACS 2021
1099,59201,42,091,206201,2021,ACS 2021
1070,62566,42,091,206202,2021,ACS 2021
1519,93934,42,091,206300,2021,ACS 2021
1514,117955,42,091,206400,2021,ACS 2021
1374,145750,42,091,206501,2021,ACS 2021
1718,109891,42,091,206502,2021,ACS 2021
613,63309,42,091,206600,2021,ACS 2021
1480,117982,42,091,206703,2021,ACS 2021
2393,145236,42,091,206704,2021,ACS 2021
2750,149457,42,091,206801,2021,ACS 2021
1014,119762,42,091,206802,2021,ACS 2021
1908,89868,42,091,206901,2021,ACS 2021
2656,79167,42,091,206904,2021,ACS 2021
1695,120470,42,091,206905,2021,ACS 2021
1315,85560,42,091,206906,2021,ACS 2021
3103,176318,42,091,207001,2021,ACS 2021
1236,141818,42,091,207003,2021,ACS 2021
1637,100906,42,091,207004,2021,ACS 2021
2116,111250,42,091,207101,2021,ACS 2021
1772,102128,42,091,207103,2021,ACS 2021
1188,63438,42,091,207104,2021,ACS 2021
975,74141,42,091,207201,2021,ACS 2021
1762,71711,42,091,207202,2021,ACS 2021
961,73832,42,091,207300,2021,ACS 2021
1090,107419,42,091,207400,2021,ACS 2021
1163,103950,42,091,207500,2021,ACS 2021
1433,101711,42,091,207600,2021,ACS 2021
3183,105275,42,091,207800,2021,ACS 2021
1109,69531,42,091,207900,2021,ACS 2021
1394,84531,42,091,208000,2021,ACS 2021
1113,77417,42,091,208100,2021,ACS 2021
724,97667,42,091,208201,2021,ACS 2021
1930,104667,42,091,208203,2021,ACS 2021
1100,124074,42,091,208204,2021,ACS 2021
1015,104375,42,091,208301,2021,ACS 2021
1703,126908,42,091,208303,2021,ACS 2021
1812,126705,42,091,208304,2021,ACS 2021
1456,96591,42,091,208400,2021,ACS 2021
1834,100095,42,091,208500,2021,ACS 2021
2850,120882,42,091,208601,2021,ACS 2021
2405,97618,42,091,208603,2021,ACS 2021
