PLACEKEY,HOME_CBG,VISITOR_COUNT,HOME_CBG_LAT,HOME_CBG_LON,LOCATION_NAME,BRANDS,TOP_CATEGORY,SUB_CATEGORY,POI_CBG,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION
zzw-226@63p-vks-ndv,420131018002,10,40.5243676145,-78.3752442191,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,320030067001,10,36.11307774,-115.172517591,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,390572005001,10,39.8145017014,-84.0073010992,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420010301011,10,40.0215943942,-77.0872640608,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,370230208013,10,35.7524854792,-81.6156155273,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,511539014162,10,38.7212081544,-77.5498444557,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,261251374001,10,42.4500091297,-83.5297968545,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,170978626042,10,42.3542334638,-87.8795595896,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,390950071012,10,41.5782245933,-83.6513338787,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810119002,10,41.1992578096,-77.2798295927,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420792118002,10,41.2543045014,-75.8267392341,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420210125001,10,40.5217021618,-78.740362566,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421298021022,10,40.4284185062,-79.6747384136,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,401430058072,10,36.3214323688,-95.8362688827,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,380939678001,10,46.8867624062,-98.7046962924,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421190904001,10,40.8901299155,-77.0361820643,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130110022,10,40.463490776,-78.4340491619,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421090704004,10,40.6994735786,-77.007648502,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810112003,10,41.2749513313,-77.0379750725,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,360670115003,10,43.147655978,-76.3052347545,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420691104011,10,41.4892229117,-75.6697002617,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,360099403006,10,42.1568001169,-78.7390303649,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420691102022,10,41.5748024954,-75.6061075975,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131012004,10,40.4800944403,-78.3986328743,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,240479500001,10,38.3409982884,-75.0798602046,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421090703001,10,40.836806098,-77.0929913234,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
